job_id,role_category,skill,core_skill,job_title,company_name,scraped_city,experience_tier,work_mode,salary_midpoint_lpa,salary_disclosed,salary_tier
3498,Data Scientist,pyspark,PySpark,Big Data Engineer,Infosys,Chennai,Fresher,On-site,0.0,False,Undisclosed
3498,Data Scientist,python,Python,Big Data Engineer,Infosys,Chennai,Fresher,On-site,0.0,False,Undisclosed
3499,Data Scientist,pyspark,PySpark,"Databricks, Data Engineer",Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.5,True,Entry (<3 LPA)
3499,Data Scientist,data engineering,Data Engineering,"Databricks, Data Engineer",Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.5,True,Entry (<3 LPA)
3500,Data Scientist,gcp,GCP,Gcp Data Engineer,Tata Consultancy Services,Chennai,Mid (3-5 Yrs),On-site,0.0,False,Undisclosed
3500,Data Scientist,sql,SQL,Gcp Data Engineer,Tata Consultancy Services,Chennai,Mid (3-5 Yrs),On-site,0.0,False,Undisclosed
3500,Data Scientist,python,Python,Gcp Data Engineer,Tata Consultancy Services,Chennai,Mid (3-5 Yrs),On-site,0.0,False,Undisclosed
3501,Data Scientist,aws,AWS,AWS Data Engineer (Spark and Scala)- Chennai/Pune/Bangalore/Hyd/Delhi,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3502,Data Scientist,pyspark,PySpark,Aws Data Engineer,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3502,Data Scientist,aws,AWS,Aws Data Engineer,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3502,Data Scientist,data engineering,Data Engineering,Aws Data Engineer,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3503,Data Scientist,t-sql,SQL,BI Developer- Data Engineer,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3503,Data Scientist,power bi,Power BI,BI Developer- Data Engineer,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3503,Data Scientist,data modeling,Data Modeling,BI Developer- Data Engineer,Tata Consultancy Services,Chennai,Senior (6-8 Yrs),On-site,0.0,False,Undisclosed
3504,Data Scientist,data science,Data Science,Senior Data Science Analyst,LatentView,Chennai,Mid (3-5 Yrs),On-site,0.0,False,Undisclosed
